# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/home/xi/tmp/plant_m6A_data/ref/ath_TAIR10.gtf" "-o" "/home/xi/tmp/plant_m6A/results/phase1/expr/GSE174573_gene_counts.txt" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam
AT5G43100	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	17298814;17298865;17299558;17299558;17299765;17299765;17300288;17300288;17300756;17300756;17300921;17300921;17301127;17301127;17301373;17301373;17301942;17302157;17302341;17302526	17299484;17299484;17299678;17299678;17300192;17300192;17300444;17300444;17300838;17300838;17301017;17301017;17301196;17301196;17301789;17301573;17302066;17302258;17302438;17303058	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2902	330	1628	1107	6961	1165	6952	131	575	299	1393	96	497	604	1336	321	722	594	1539	1247	6480	800	1419	895	3750
AT5G67610	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	26960904;26960931;26961571;26961571;26961841;26961841;26962025;26962025;26962314;26962314;26962503;26962503;26962648;26962648;26962863;26962863;26963122;26963122;26963509;26963509	26961489;26961489;26961719;26961719;26961947;26961947;26962186;26962186;26962406;26962406;26962562;26962562;26962793;26962793;26963020;26963020;26963335;26963371;26963736;26963638	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1939	67	100	262	278	246	366	28	21	119	73	32	15	121	95	60	113	111	117	248	177	190	170	160	249
AT5G51970	5;5;5;5;5;5;5;5;5;5;5	21111445;21111594;21111742;21112033;21112033;21112199;21112199;21112811;21112811;21113092;21113092	21111937;21111658;21111937;21112100;21112100;21112726;21112726;21112998;21112998;21113403;21113403	+;+;+;+;+;+;+;+;+;+;+	1589	862	588	3073	1052	4863	1838	422	97	1369	399	586	139	1314	1213	606	682	1173	622	3409	1514	3050	1956	2117	1188
AT5G16260	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	5311141;5311653;5311841;5312070;5312221;5312787;5313417;5313590;5313721;5313913;5314140;5314823;5314986;5315177;5315370	5311405;5311742;5311975;5312132;5312441;5313014;5313509;5313628;5313807;5314015;5314220;5314899;5315066;5315268;5315834	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2120	257	416	1016	1197	1151	1542	142	150	296	280	88	49	322	368	247	180	425	326	1132	844	734	573	737	1029
AT5G55480	5;5;5;5;5;5;5;5;5	22474142;22474615;22475135;22475337;22475940;22476085;22476695;22476944;22477524	22474415;22474908;22475250;22475835;22475978;22476369;22476840;22477430;22478216	+;+;+;+;+;+;+;+;+	2833	87	256	334	502	377	492	29	10	58	91	23	7	87	63	58	57	71	62	244	381	156	196	191	217
AT5G50230	5;5;5;5;5	20448310;20449758;20450024;20450640;20450854	20449654;20449953;20450205;20450766;20451062	-;-;-;-;-	2059	171	573	512	1109	663	1291	79	136	132	198	57	56	216	235	115	217	192	288	620	810	470	565	384	1038
AT5G54870	5;5;5;5;5;5;5;5;5;5;5;5;5	22289104;22289746;22289785;22290020;22290020;22290468;22290468;22290806;22290806;22291102;22291102;22291389;22291389	22289481;22289925;22289925;22290385;22290385;22290713;22290713;22290898;22290898;22291302;22291302;22291799;22291859	+;+;+;+;+;+;+;+;+;+;+;+;+	1935	346	504	810	1437	898	1245	79	72	251	420	75	120	232	258	145	142	299	213	853	1159	539	600	699	1043
AT5G48050	5	19472446	19473838	-	1393	2	4	7	8	2	9	0	0	0	0	0	0	0	11	4	0	2	5	6	11	1	1	3	6
AT5G28370	5	10332107	10334784	-	2678	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT5G08380	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	2694669;2694677;2695049;2695049;2695288;2695288;2695426;2695604;2695604;2695794;2695794;2695940;2695940;2696122;2696122;2696268;2696268;2696415;2696415;2696587;2696587;2696779;2696779;2696976;2696976;2697133;2697133;2697447;2697447	2694943;2694943;2695189;2695189;2695337;2695516;2695516;2695686;2695686;2695858;2695858;2696023;2696023;2696187;2696187;2696326;2696326;2696490;2696490;2696690;2696690;2696813;2696813;2697032;2697032;2697191;2697191;2697781;2697724	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1668	100	406	596	1418	614	1246	48	60	252	330	61	57	304	336	210	234	261	321	580	1205	441	506	437	596
AT5G39550	5;5;5;5;5;5;5;5;5	15837178;15837668;15837963;15838171;15838361;15838516;15838746;15838967;15840081	15837572;15837882;15838083;15838273;15838425;15838615;15838871;15839502;15840678	-;-;-;-;-;-;-;-;-	2259	35	28	171	149	168	164	18	6	39	19	12	5	67	97	48	33	84	57	280	176	125	67	118	101
AT5G17890	5;5;5;5;5;5;5;5;5;5;5;5;5	5916862;5917777;5918993;5919375;5920243;5921435;5921665;5921842;5922044;5922329;5922481;5922674;5922814	5917430;5918902;5919289;5920145;5921345;5921555;5921745;5921958;5922256;5922400;5922599;5922732;5923494	+;+;+;+;+;+;+;+;+;+;+;+;+	5329	243	617	1013	1930	1062	2780	85	532	246	720	77	186	411	947	260	444	424	2054	681	1208	530	1231	612	2366
AT5G49215	5;5;5;5;5;5;5;5;5;5;5;5	19953459;19953487;19953908;19953908;19954605;19954605;19954815;19954815;19955075;19955075;19955228;19955228	19953681;19953675;19954231;19954231;19954725;19954725;19954989;19954989;19955145;19955145;19956145;19956116	+;+;+;+;+;+;+;+;+;+;+;+	1832	60	108	184	418	180	394	11	2	43	26	13	25	68	31	43	74	87	33	191	141	134	89	137	123
AT5G43630	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	17526660;17526729;17526729;17526729;17526962;17527241;17527256;17527677;17527677;17527677;17527677;17527894;17527894;17527894;17527894;17529670;17529670;17529670;17529670;17529869;17529869;17529869;17529869;17530085;17530085;17530085;17530085	17527594;17526859;17526859;17526859;17527594;17527594;17527594;17527784;17527784;17527784;17527784;17529589;17529589;17529589;17529589;17529785;17529785;17529785;17529785;17529987;17529987;17529987;17529987;17530520;17530605;17530605;17530605	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3495	372	512	837	690	1045	1217	314	219	407	375	167	142	882	1253	484	674	1003	1004	1110	941	1065	936	928	728
AT5G66990	5;5;5;5	26744257;26744536;26745000;26745250	26744448;26744912;26745151;26745362	-;-;-;-	834	0	0	0	0	1	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
AT5G51940	5;5;5;5;5;5	21104551;21105039;21105165;21105426;21105573;21105727	21104716;21105072;21105337;21105477;21105640;21105947	+;+;+;+;+;+	714	166	433	604	1916	711	1542	86	136	196	372	39	51	302	469	181	348	306	796	828	1641	714	1048	489	1907
AT5G08340	5;5;5;5;5;5;5;5;5;5;5	2683782;2683797;2684289;2684289;2684530;2684530;2684841;2684841;2685111;2685111;2685668	2684145;2684145;2684341;2684341;2684665;2684665;2685016;2685016;2687416;2685541;2685997	+;+;+;+;+;+;+;+;+;+;+	3035	35	29	96	54	128	74	19	5	66	25	12	3	61	88	27	72	48	34	103	41	63	39	67	34
AT5G64610	5;5;5;5;5;5;5;5;5	25828160;25828622;25828846;25829033;25829320;25829523;25829828;25829970;25830197	25828536;25828764;25828939;25829194;25829388;25829732;25829887;25830058;25830669	-;-;-;-;-;-;-;-;-	1677	156	508	625	1542	646	1626	85	163	183	367	60	94	241	290	140	191	242	535	683	991	534	752	463	1506
AT5G45160	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	18264616;18264958;18265361;18265541;18265855;18266207;18266361;18266501;18266638;18266843;18266990;18267232;18267387;18267563;18267755;18268054;18268263;18268610;18268777;18269177;18269365;18269562;18269742	18264833;18265144;18265427;18265643;18265925;18266270;18266426;18266548;18266700;18266899;18267148;18267300;18267478;18267641;18267920;18268178;18268525;18268706;18268947;18269281;18269459;18269658;18270296	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3017	125	422	473	1283	488	1422	54	165	222	354	50	112	222	386	135	225	320	670	538	1439	438	1099	395	1863
AT5G46000	5;5;5;5;5;5	18654196;18654853;18655299;18655593;18655953;18656170	18654621;18655133;18655454;18655728;18656060;18656376	-;-;-;-;-;-	1314	0	0	2	0	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G62140	5;5	24954216;24954933	24954844;24955503	-;-	1200	119	123	311	229	498	533	127	170	135	170	47	27	276	683	204	478	440	611	617	354	384	401	462	353
AT5G03820	5;5;5;5;5;5;5;5;5;5;5	1015586;1015586;1016095;1016095;1016445;1016445;1016779;1016779;1017008;1017008;1017339	1015996;1015996;1016356;1016356;1016678;1016678;1016909;1016909;1017254;1017514;1017514	-;-;-;-;-;-;-;-;-;-;-	1545	0	0	5	0	2	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT5G54850	5;5	22280490;22282330	22281446;22282682	-;-	1310	26	62	86	152	78	244	6	15	21	54	7	3	37	50	36	71	46	59	85	107	52	50	84	115
AT5G37900	5;5	15093903;15094659	15094484;15094802	-;-	726	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G52180	5	21200040	21201610	-	1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G03730	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	974360;974360;974850;975132;975132;975341;975341;975576;975576;975878;975878;976071;976071;976245;976245;976426;976426;976771;976771;977002;977002;977635;977635;977976;977976;978297;978297;978536;978536;979013;979013	974708;975054;975054;975226;975226;975472;975472;975644;975644;975976;975976;976155;976155;976345;976345;976494;976494;976811;976811;977277;977277;977840;977840;978079;978079;978438;978438;978837;978837;979849;979849	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3253	695	1789	2338	4893	2233	4935	278	293	746	880	229	312	982	1424	553	693	1003	1294	1911	1965	1863	2027	1621	4589
AT5G01010	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	995;999;1034;1279;1279;1337;1373;1572;1572;1572;1572;1745;1745;1745;1745;1745;1914;1914;1914;1914;1914;2105;2105;2105;2435;2435;2435;2435;2435;2748;2748;2748;2748;2748;2872;2872;2872;2872;2872;3303;3303;3303;3303;3303;3543;3543;3543;3543;3543;3762;3762;3762;3762;3762;3927;3927;3927;3927;3927;4102;4102;4102;4102;4102;4335;4335;4335;4335;4335;4552;4552;4552;4552;4552;4765;4765;4765;4765;4765	1225;1225;1459;1646;1459;1459;1459;1646;1646;1646;1646;1780;1780;1780;1780;1780;1961;1961;2007;2007;2007;2181;2181;2181;2509;2509;2509;2509;2509;2799;2799;2799;2799;2799;2934;2934;2934;2934;2934;3383;3383;3383;3383;3383;3659;3659;3659;3659;3659;3802;3802;3802;3802;3802;4005;4005;4005;4005;4005;4258;4258;4237;4258;4258;4467;4467;4467;4467;4467;4679;4679;4679;4679;4679;5156;5043;5061;4994;4994	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2177	516	758	1963	2830	1964	2546	234	322	577	758	142	155	1303	1605	615	833	1241	1544	2699	2215	2059	2424	1447	4382
AT5G03060	5;5;5	716466;717042;717894	716963;717696;718014	-;-;-	1274	2	1	1	4	3	15	0	1	5	1	0	0	2	0	0	0	1	2	9	8	6	4	4	7
AT5G17523	5;5;5;5	5775586;5776278;5776693;5776968	5775804;5776588;5776866;5777350	-;-;-;-	1087	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0
AT5G15740	5;5;5;5;5;5;5;5	5134507;5135107;5135342;5135628;5136026;5136284;5136472;5136653	5135034;5135264;5135546;5135917;5136191;5136372;5136539;5137707	-;-;-;-;-;-;-;-	2559	189	225	604	387	552	501	54	22	105	92	30	31	186	278	112	109	168	165	530	226	258	257	365	205
AT5G62165	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	24964646;24964646;24964646;24964646;24964646;24964646;24964657;24964657;24964672;24964672;24964672;24964691;24964691;24964700;24964726;24964747;24964991;24965038;24965038;24965038;24965038;24965038;24965038;24965038;24965050;24965050;24965050;24965050;24965050;24965050;24965050;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966362;24966818;24966818;24966818;24966818;24966818;24966818;24966818;24966818;24966818;24966818;24966818;24966818;24966818;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967328;24967695;24967695;24967695;24967695;24967695;24967695;24967695;24967695;24967841;24967841;24967841;24967841;24967841;24967841;24967841;24967841;24967841;24967841;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315;24968315	24965256;24964959;24964959;24964959;24964959;24964959;24964959;24964959;24964959;24964959;24964959;24964959;24964959;24965256;24964959;24964959;24965256;24965256;24965256;24965256;24965256;24965256;24965256;24965256;24965256;24965256;24965256;24965256;24965256;24965256;24965256;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966443;24966879;24966879;24966879;24966879;24966879;24966879;24966879;24966879;24966879;24966879;24966879;24966879;24966879;24967427;24967427;24967427;24967882;24967882;24967427;24967736;24967427;24967427;24967882;24967427;24967882;24967427;24967736;24967427;24967427;24967427;24967736;24967736;24967736;24967882;24967882;24967736;24967736;24967882;24967882;24967882;24967882;24967882;24967882;24967882;24967882;24967882;24967882;24967882;24968509;24968578;24968520;24968536;24968607;24968535;24968607;24968607;24968509;24968607;24968535;24968607;24968607;24968578;24968578;24968535;24968578	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1603	8	21	72	189	82	229	5	17	13	62	5	13	16	32	16	1	15	27	98	115	66	92	59	102
AT5G55290	5;5;5;5;5;5;5;5;5;5;5	22422673;22422673;22422673;22423457;22423457;22423457;22423989;22423989;22423989;22424206;22424206	22423103;22423103;22423103;22423504;22423504;22423504;22424114;22424380;22424099;22424380;22424380	-;-;-;-;-;-;-;-;-;-;-	871	53	261	142	1088	185	638	13	37	86	248	25	59	57	107	45	61	43	214	133	588	115	415	104	959
AT5G23660	5;5;5;5;5;5	7971647;7972741;7972953;7973195;7973580;7973745	7972211;7972860;7973114;7973405;7973616;7973995	-;-;-;-;-;-	1346	202	373	746	250	729	465	67	28	292	244	65	50	178	89	111	85	116	64	638	311	565	396	431	191
AT5G49450	5	20051829	20052735	+	907	398	536	729	302	779	805	162	87	419	287	175	59	255	283	219	210	458	340	925	659	1113	730	737	398
AT5G28960	5;5;5;5	10996524;10996891;10997212;10997897	10996813;10997141;10997461;10998901	+;+;+;+	1796	1	1	1	0	3	32	0	0	0	0	0	0	2	0	1	24	0	0	5	5	2	0	4	0
AT5G10650	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	3364928;3364958;3364972;3365529;3365529;3365794;3365794;3365794;3365992;3365992;3365992;3366139;3366139;3366139;3367511;3368060;3368060	3365377;3365687;3365377;3365687;3365687;3365895;3365895;3365895;3366042;3366042;3366042;3367283;3367283;3367283;3368082;3368264;3368439	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2987	191	387	493	550	501	664	98	60	233	249	75	69	248	163	174	157	338	204	550	409	540	369	319	277
AT5G05390	5;5;5;5;5;5	1594685;1594955;1595328;1595671;1595878;1596912	1594848;1595106;1595572;1595799;1596822;1597042	+;+;+;+;+;+	1766	4	2	8	8	10	11	0	0	5	2	1	0	2	5	6	4	2	7	10	7	6	3	7	4
AT5G55130	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	22373168;22373168;22373180;22373856;22373856;22373856;22374060;22374060;22374060;22374276;22374276;22374276;22374483;22374483;22374483;22374656;22374656;22374656;22374846;22374846;22374846;22375030;22375030;22375030;22375220;22375220;22375220;22375416;22375416;22375776;22375776	22373763;22373763;22373763;22373972;22373972;22373972;22374178;22374178;22374178;22374384;22374384;22374384;22374521;22374521;22374521;22374734;22374734;22374734;22374920;22374920;22374920;22375094;22375094;22375094;22375413;22375275;22375275;22375427;22375508;22376086;22376138	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1849	52	75	211	331	207	236	28	9	80	78	22	8	121	99	73	141	121	107	261	221	204	170	145	270
AT5G51300	5;5;5;5;5	20848794;20848794;20848797;20849845;20849845	20849263;20852384;20849158;20852347;20852384	-;-;-;-;-	3591	379	720	1266	1177	1377	1668	102	120	435	533	127	203	582	598	395	432	664	716	1223	868	808	809	886	514
AT5G40250	5	16085635	16087543	+	1909	133	176	365	204	405	328	67	13	110	53	53	17	139	228	109	113	204	139	432	282	242	257	324	214
AT5G41763	5;5;5;5;5;5;5;5;5;5;5;5	16714509;16714509;16714561;16714776;16714776;16714776;16715224;16715528;16715528;16715624;16715846;16715846	16714689;16714689;16714679;16714842;16714842;16714842;16715294;16715600;16715763;16715763;16715882;16715882	+;+;+;+;+;+;+;+;+;+;+;+	592	1	2	1	2	12	5	5	1	0	10	3	0	9	23	4	8	7	2	11	7	1	0	7	1
AT5G22490	5;5;5;5;5;5;5;5;5;5;5;5;5	7458774;7458774;7459208;7459208;7459424;7459746;7459746;7459959;7459959;7460165;7460165;7460864;7460864	7459107;7459107;7459633;7459345;7459633;7459858;7459858;7460025;7460025;7460734;7460734;7461093;7461093	-;-;-;-;-;-;-;-;-;-;-;-;-	1740	1	0	0	0	3	3	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	1	0	0
AT5G36670	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	14401030;14401092;14401241;14401441;14401441;14401491;14401491;14401676;14403616;14403616;14403616;14403616;14403616;14403828;14403828;14403858;14403858;14403858;14404042;14404042;14404042;14404042;14404042;14404422;14404422;14404422;14404422;14404422;14404906;14404906;14404906;14404906;14404906;14405079;14405079;14405079;14405079;14405568;14405568;14405568;14405568;14405808;14405808;14405808;14405808	14401291;14401291;14401291;14403530;14403530;14403530;14403530;14403530;14403742;14403742;14403742;14403742;14403742;14403940;14403940;14403940;14403940;14403940;14404280;14404280;14404280;14404280;14404280;14404508;14404508;14404508;14404508;14404508;14405005;14405005;14405005;14405494;14405005;14405193;14405193;14405193;14405193;14405708;14405708;14405708;14405708;14406695;14406730;14406460;14406442	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4571	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
AT5G04730	5;5;5;5;5;5	1363965;1365460;1365647;1365806;1366428;1367297	1365152;1365504;1365688;1365958;1366940;1367451	-;-;-;-;-;-	2096	0	0	4	0	0	4	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0
AT5G46370	5;5	18809496;18810564	18809797;18811870	-;-	1609	1	0	3	3	4	12	2	0	2	0	1	0	3	4	0	0	0	0	3	3	1	3	2	1
AT5G39230	5;5	15709474;15709885	15709792;15709925	+;+	360	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
AT5G41870	5;5;5;5;5	16758709;16759537;16759677;16759933;16760146	16759454;16759607;16759851;16760053;16760576	-;-;-;-;-	1544	29	52	86	65	93	90	15	15	61	19	14	20	42	48	32	76	40	42	103	80	90	81	75	52
AT5G46410	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	18825100;18825103;18825103;18825916;18825916;18825916;18826287;18826296;18826296;18826498;18826498;18826498;18826658;18826658;18826658;18827427;18827427;18827427;18827998;18827998;18827998;18828891;18828891	18825239;18825239;18825239;18826172;18826172;18826172;18826417;18826417;18826417;18826579;18826579;18826579;18827152;18827152;18827152;18827764;18827764;18827764;18828786;18829624;18828786;18829403;18829221	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3070	187	460	725	1270	829	1653	83	49	168	240	45	102	195	195	129	212	235	149	539	416	400	403	408	291
AT5G58310	5;5	23574992;23575498	23575408;23576084	-;-	1004	1	0	11	20	32	56	1	0	7	10	2	0	30	44	11	13	28	39	44	70	51	67	22	73
AT5G24640	5	8436352	8436895	+	544	3	3	15	1	4	2	4	0	0	1	1	0	24	5	8	0	27	6	7	3	4	3	3	0
AT5G23070	5	7741792	7742978	+	1187	78	162	248	148	234	466	67	198	163	191	46	202	245	462	138	124	221	332	199	356	150	365	188	214
AT5G36500	5	14366414	14366770	-	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
